entrez	symbol	pubmed_id	type	organ_system	primary_site	cancer_type	method	coding_status	cgc_annotation	vogelstein_annotation	saito_annotation	NCG_oncogene	NCG_tsg
596	BCL2	21804550	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	Paper-specific	coding	"oncogene, fusion"	Oncogene		1	0
596	BCL2	32024818	WGS	Multiple	multiple	pan-cancer_adult	DriverPower	noncoding	"oncogene, fusion"	Oncogene		1	0
596	BCL2	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"	Oncogene		1	0
602	BCL3	28297679	WES	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	MutSig	coding	"oncogene, fusion"			1	0
602	BCL3	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
604	BCL6	30606723	WGS	"Hematologic and lymphatic"	blood	"dlblc, follicular_lymphoma"	Paper-specific	noncoding	"oncogene, fusion"			1	0
604	BCL6	27064257	WGS	"Developmental gastrointestinal"	hepatobiliary	"hepatocellular_carcinoma, cholangiocarcinoma"	Literature-based	noncoding	"oncogene, fusion"			1	0
604	BCL6	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
604	BCL6	29354286	WGS	Multiple	multiple	pan-cancer_adult	ncDriver	noncoding	"oncogene, fusion"			1	0
604	BCL6	21796119	WES	"Hematologic and lymphatic"	blood	non-Hodgkin_lymphoma	Greenman-based	coding	"oncogene, fusion"			1	0
604	BCL6	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding	"oncogene, fusion"			1	0
604	BCL6	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	coding	"oncogene, fusion"			1	0
604	BCL6	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	noncoding	"oncogene, fusion"			1	0
604	BCL6	32024818	WGS	Multiple	multiple	pan-cancer_adult	DriverPower	noncoding	"oncogene, fusion"			1	0
605	BCL7A	29354286	WGS	Multiple	multiple	pan-cancer_adult	ncDriver	noncoding					
605	BCL7A	28064239	WES	"Hematologic and lymphatic"	blood	follicular_lymphoma	MuSiC	coding					
605	BCL7A	28128360	WGS	Multiple	multiple	pan-cancer_adult	ExInAtor	coding					
605	BCL7A	31444325	WGS-WES	"Hematologic and lymphatic"	blood	multiple_myeloma	dNdScv	coding					
605	BCL7A	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	noncoding					
605	BCL7A	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	coding					
607	BCL9	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
607	BCL9	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding	"oncogene, fusion"			1	0
608	TNFRSF17	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
613	BCR	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding					
613	BCR	22343534	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	MutSig	coding					
613	BCR	26648538	"WGS-Gene Panel"	"Hematologic and lymphatic"	blood	chronic_myelomonocytic_leukemia	Recurrence-based	coding					
613	BCR	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	coding					
639	PRDM1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
639	PRDM1	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	TSG	TSG		0	1
639	PRDM1	31444325	WGS-WES	"Hematologic and lymphatic"	blood	multiple_myeloma	dNdScv	coding	TSG	TSG		0	1
639	PRDM1	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	TSG	TSG		0	1
639	PRDM1	21804550	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	Paper-specific	coding	TSG	TSG		0	1
639	PRDM1	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
640	BLK	30606723	WGS	"Hematologic and lymphatic"	blood	"dlblc, follicular_lymphoma"	Paper-specific	noncoding					
641	BLM	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
653	BMP5	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA				0	0
655	BMP7	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	noncoding					
655	BMP7	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	coding					
657	BMPR1A	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, TSG"			0	0
659	BMPR2	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
666	BOK	26998897	WES	"Core gastrointestinal"	small_intestine	duodenal_adenocarcinoma	MutSig	coding					
667	DST	20399149	"Gene Panel"	"Soft tissue"	brain	glioblastoma	Paper-specific	coding					
667	DST	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
668	FOXL2	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, TSG"	Oncogene		1	0
668	FOXL2	29950560	"WES-Gene Panel"	Gynecologic	ovary	"granulosa tumours of the ovary"	MuSiC	coding	"oncogene, TSG"	Oncogene		1	0
668	FOXL2	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, TSG"	Oncogene		1	0
672	BRCA1	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG	TSG	TSG	0	1
672	BRCA1	29622464	WES	Gynecologic	"pan-gynecological and breast"	"pan-gynecological and breast"	"MutSigCV, 20/20"	coding	TSG	TSG	TSG	0	1
672	BRCA1	21720365	WES	Gynecologic	ovary	ovarian_cancer	"MutSig, MuSiC"	coding	TSG	TSG	TSG	0	1
672	BRCA1	27087322	WGS	Urologic	prostate	prostate_cancer	Recurrence-based	coding	TSG	TSG	TSG	0	1
672	BRCA1	27325650	WES	Urologic	penis	penile_squamous_cancer	"IntOGen, Literature-based"	coding	TSG	TSG	TSG	0	1
672	BRCA1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG	TSG	0	1
672	BRCA1	28296713	WES	Skin	skin	mucosal_melanoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
672	BRCA1	24132290	Pan-cancer	Multiple	multiple	pan-cancer_adult	MuSiC	coding	TSG	TSG	TSG	0	1
672	BRCA1	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	TSG	TSG	TSG	0	1
672	BRCA1	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	TSG	TSG	TSG	0	1
672	BRCA1	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	TSG	TSG	TSG	0	1
672	BRCA1	26017449	WGS	Gynecologic	ovary	ovarian_serous_carcinoma	"MutSig, IntOGen"	coding	TSG	TSG	TSG	0	1
672	BRCA1	27161491	"Gene Panel"	Gynecologic	breast	breast_cancer	Recurrence-based	coding	TSG	TSG	TSG	0	1
672	BRCA1	26000489	WES	Urologic	prostate	prostate_cancer	MutSig	coding	TSG	TSG	TSG	0	1
672	BRCA1	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	TSG	TSG	TSG	0	1
672	BRCA1	22722201	WES	Gynecologic	breast	breast_cancer	Greenman-based	coding	TSG	TSG	TSG	0	1
672	BRCA1	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG	TSG	0	1
672	BRCA1	26099045	WGS	Gynecologic	breast	breast_cancer	"Recurrence-based, Literature-based"	coding	TSG	TSG	TSG	0	1
672	BRCA1	25301631	WES	Thoracic	lung	lung_adenocarcinoma	Literature-based	coding	TSG	TSG	TSG	0	1
673	BRAF	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	22622578	WGS	Skin	skin	melanoma	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	24413733	WES	"Soft tissue"	brain	craniopharyngioma	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	27158780	WES	Thoracic	lung	lung_cancer_(all_histologies)	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	22810696	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	24120142	WES	"Soft tissue"	brain	glioblastoma	"InVEx, MutSig"	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	25079552	WES	Thoracic	lung	lung_adenocarcinoma	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	25417114	WES	Endocrine	thyroid	papillary_thyroid_cancer	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	26091043	WES	Skin	skin	melanoma	"InVEx, MutSig"	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	26824661	WGS-WES	"Soft tissue"	brain	pan-glioma	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	26192916	WGS-WES	"Hematologic and lymphatic"	blood	cutaneous_T_cell_lymphoma	MuSiC	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	29895955	"Gene Panel"	"Hematologic and lymphatic"	blood	multiple_myeloma	Recurrence-based	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	28297679	WES	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	30718927	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	27149842	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	30107175	WES	Endocrine	thyroid	hurthle_cell_carcinoma	"MutSig2CV, Recurrence-based, Literature-based"	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	28467829	WGS	Skin	skin	melanoma	"MutSigCV, OncodriveFML"	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	22817889	WES	Skin	skin	melanoma	InVEx	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	22980975	WES	Thoracic	lung	lung_adenocarcinoma	InVEx	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	23817572	WGS	"Soft tissue"	brain	astrocytoma	MuSiC	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	28667006	"WGS-WES-Gene Panel"	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	"MutSigCV, IntOGen"	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	27687306	WES	Thoracic	lung	lung_adenocarcinoma	InVEx	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	20668451	"Gene Panel"	Gynecologic	ovary	ovarian_cancer	Wood-based	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	24132290	Pan-cancer	Multiple	multiple	pan-cancer_adult	MuSiC	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	22842228	WES	Skin	skin	melanoma	MuSiC	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	26214590	WES	Skin	skin	melanoma	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	25576899	"WES-Gene Panel"	Endocrine	thyroid	anaplastic_thyroid_carcinoma	"Recurrence-based, Literature-based"	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	26466571	WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	22327622	"Gene Panel"	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	Recurrence-based	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	22327622	"Gene Panel"	Thoracic	lung	non-small_cell_lung_cancer	Recurrence-based	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	31444325	WGS-WES	"Hematologic and lymphatic"	blood	multiple_myeloma	dNdScv	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	31320640	WGS-WES	Skin	skin	mucosal_melanoma	"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based"	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	22197931	WES	Skin	skin	melanoma	Recurrence-based	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	26941397	WES	Endocrine	thyroid	papillary_thyroid_cancer	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	22158541	WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	Recurrence-based	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	32025015	WGS	Multiple	multiple	pan-cancer_adult	"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	26000489	WES	Urologic	prostate	prostate_cancer	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	26343386	"WGS-WES-Gene Panel"	Skin	skin	desmoplastic_melanoma	"Recurrence-based, Literature-based"	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	27236916	"WES-Gene Panel"	Endocrine	thyroid	papillary_thyroid_cancer	Recurrence-based	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	24859340	WGS	"Head and neck"	head_and_neck	ameloblastoma	Recurrence-based	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	26544944	WGS-WES	Urologic	prostate	prostate_cancer	MutSig	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	21499247	WES	Skin	skin	melanoma	Paper-specific	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	24705251	WGS-WES	"Soft tissue"	brain	paediatric_high-grade_glioma	Recurrence-based	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	26806338	"WES-Gene Panel"	"Core gastrointestinal"	small_intestine	ampullary_adenocarcinoma	Recurrence-based	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	22237106	WGS	"Hematologic and lymphatic"	blood	acute_lymphoblastic_leukemia	Recurrence-based	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
673	BRAF	23583981	WGS-WES	"Soft tissue"	brain	paediatric_low_grade_glioma	"MuSiC, Paper-specific"	coding	"oncogene, fusion"	Oncogene	Oncogene	1	0
675	BRCA2	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG	TSG		0	1
675	BRCA2	22981675	"Gene Panel"	Urologic	prostate	prostate_cancer	Recurrence-based	coding	TSG	TSG		0	1
675	BRCA2	21720365	WES	Gynecologic	ovary	ovarian_cancer	"MutSig, MuSiC"	coding	TSG	TSG		0	1
675	BRCA2	27087322	WGS	Urologic	prostate	prostate_cancer	Recurrence-based	coding	TSG	TSG		0	1
675	BRCA2	28297679	WES	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	MutSig	coding	TSG	TSG		0	1
675	BRCA2	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
675	BRCA2	29945994	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Recurrence-based	coding	TSG	TSG		0	1
675	BRCA2	28667006	"WGS-WES-Gene Panel"	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	"MutSigCV, IntOGen"	coding	TSG	TSG		0	1
675	BRCA2	24132290	Pan-cancer	Multiple	multiple	pan-cancer_adult	MuSiC	coding	TSG	TSG		0	1
675	BRCA2	26632267	"WES-Gene Panel"	"Soft tissue"	bone	osteosarcoma	"Recurrence-based, IntOGen"	coding	TSG	TSG		0	1
675	BRCA2	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	TSG	TSG		0	1
675	BRCA2	26017449	WGS	Gynecologic	ovary	ovarian_serous_carcinoma	"MutSig, IntOGen"	coding	TSG	TSG		0	1
675	BRCA2	27161491	"Gene Panel"	Gynecologic	breast	breast_cancer	Recurrence-based	coding	TSG	TSG		0	1
675	BRCA2	26000489	WES	Urologic	prostate	prostate_cancer	MutSig	coding	TSG	TSG		0	1
675	BRCA2	27313181	WES	"Core gastrointestinal"	stomach	mucinous_gastric_cancer	Recurrence-based	coding	TSG	TSG		0	1
675	BRCA2	22722201	WES	Gynecologic	breast	breast_cancer	Greenman-based	coding	TSG	TSG		0	1
675	BRCA2	28810144	"WES plus targeted deep resequencing"	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	MutSig	coding	TSG	TSG		0	1
675	BRCA2	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
675	BRCA2	22156295	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based	coding	TSG	TSG		0	1
675	BRCA2	26939876	"Gene Panel"	Gynecologic	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"	coding	TSG	TSG		0	1
675	BRCA2	26099045	WGS	Gynecologic	breast	breast_cancer	"Recurrence-based, Literature-based"	coding	TSG	TSG		0	1
676	BRDT	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
677	ZFP36L1	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
677	ZFP36L1	23000897	WES	Gynecologic	breast	breast_cancer	MuSiC	coding					
677	ZFP36L1	24476821	WES	Urologic	bladder	bladder_cancer	MutSig	coding					
677	ZFP36L1	26451490	WES	Gynecologic	breast	breast_cancer	MutSig	coding					
677	ZFP36L1	29354286	WGS	Multiple	multiple	pan-cancer_adult	ncDriver	noncoding					
677	ZFP36L1	31444325	WGS-WES	"Hematologic and lymphatic"	blood	multiple_myeloma	dNdScv	coding					
677	ZFP36L1	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
677	ZFP36L1	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding					
677	ZFP36L1	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	coding					
677	ZFP36L1	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	noncoding					
677	ZFP36L1	27161491	"Gene Panel"	Gynecologic	breast	breast_cancer	Recurrence-based	coding					
677	ZFP36L1	28988769	WES	Urologic	bladder	bladder_cancer	MutSig	coding					
677	ZFP36L1	30755618	WGS	Urologic	bladder	bladder_cancer	Recurrence-based	coding					
678	ZFP36L2	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
678	ZFP36L2	27149842	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding					
678	ZFP36L2	26437031	"WGS-WES-Gene Panel"	"Hematologic and lymphatic"	blood	T-cell_leukemia/lymphoma	MutSig	coding					
678	ZFP36L2	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding					
678	ZFP36L2	29489755	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	"GRIN, MutSig"	coding					
678	ZFP36L2	32025015	WGS	Multiple	multiple	pan-cancer_adult	"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"	coding					
688	KLF5	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
688	KLF5	24476821	WES	Urologic	bladder	bladder_cancer	MutSig	coding					
688	KLF5	27149842	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding					
688	KLF5	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding					
688	KLF5	28988769	WES	Urologic	bladder	bladder_cancer	MutSig	coding					
694	BTG1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"TSG, fusion"			0	1
694	BTG1	22343534	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	MutSig	coding	"TSG, fusion"			0	1
694	BTG1	29489755	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	"GRIN, MutSig"	coding	"TSG, fusion"			0	1
694	BTG1	31444325	WGS-WES	"Hematologic and lymphatic"	blood	multiple_myeloma	dNdScv	coding	"TSG, fusion"			0	1
694	BTG1	21796119	WES	"Hematologic and lymphatic"	blood	non-Hodgkin_lymphoma	Greenman-based	coding	"TSG, fusion"			0	1
694	BTG1	24413735	WES	"Hematologic and lymphatic"	blood	acute_lymphoblastic_leukemia	Greenman-based	coding	"TSG, fusion"			0	1
695	BTK	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, TSG"			0	0
695	BTK	28064239	WES	"Hematologic and lymphatic"	blood	follicular_lymphoma	MuSiC	coding	"oncogene, TSG"			0	0
701	BUB1B	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
701	BUB1B	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	TSG			0	1
710	SERPING1	27149842	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding					
718	C3	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
718	C3	26121086	WES	"Soft tissue"	peripheral_nervous_system	neuroblastoma	Recurrence-based	coding					
719	C3AR1	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
730	C7	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
738	VPS51	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
744	MPPED2	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
773	CACNA1A	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
774	CACNA1B	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
775	CACNA1C	30107175	WES	Endocrine	thyroid	hurthle_cell_carcinoma	"MutSig2CV, Recurrence-based, Literature-based"	coding					
775	CACNA1C	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding					
775	CACNA1C	27313181	WES	"Core gastrointestinal"	stomach	mucinous_gastric_cancer	Recurrence-based	coding					
776	CACNA1D	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene			1	0
777	CACNA1E	29854292	WES	Gynecologic	breast	breast_cancer	SeqSig	coding					
777	CACNA1E	22817890	WGS	"Hematologic and lymphatic"	blood	acute_myeloid_leukemia	Recurrence-based	coding					
781	CACNA2D1	18772397	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based	coding					
781	CACNA2D1	22510280	WES	Thoracic	lung	non-small_cell_lung_cancer	"Literature-based, Paper-specific"	coding					
794	CALB2	29854292	WES	Gynecologic	breast	breast_cancer	SeqSig	coding					
797	CALCB	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
799	CALCR	24120142	WES	"Soft tissue"	brain	glioblastoma	"InVEx, MutSig"	coding					
800	CALD1	26909576	WGS	"Developmental gastrointestinal"	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"	coding					
800	CALD1	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding					
811	CALR	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene			1	0
811	CALR	24325356	WES	"Hematologic and lymphatic"	blood	myeloproliferative_neoplasm	Recurrence-based	coding	oncogene			1	0
811	CALR	22343534	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	MutSig	coding	oncogene			1	0
811	CALR	24325359	WES	"Hematologic and lymphatic"	blood	myeloproliferative_neoplasm	Paper-specific	coding	oncogene			1	0
821	CANX	28467829	WGS	Skin	skin	melanoma	OncodriveFML	noncoding					
831	CAST	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
833	CARS1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"TSG, fusion"			0	1
836	CASP3	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
841	CASP8	26934577	WES	"Head and neck"	head_and_neck	oral_squamous_cell_carcinoma	"OncodriveFM, Youn-based"	coding	TSG	TSG	TSG	0	1
841	CASP8	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG	TSG	TSG	0	1
841	CASP8	29622464	WES	Gynecologic	"pan-gynecological and breast"	"pan-gynecological and breast"	"MutSigCV, 20/20"	coding	TSG	TSG	TSG	0	1
841	CASP8	26950094	"WES-Gene Panel"	Skin	skin	skin_basal_cell_carcinoma	"MutSig, TumOnc"	coding	TSG	TSG	TSG	0	1
841	CASP8	22810696	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding	TSG	TSG	TSG	0	1
841	CASP8	25631445	WES	"Head and neck"	head_and_neck	squamous_head_and_neck_cancer	MutSig	coding	TSG	TSG	TSG	0	1
841	CASP8	26451490	WES	Gynecologic	breast	breast_cancer	MutSig	coding	TSG	TSG	TSG	0	1
841	CASP8	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG	TSG	0	1
